method,condition,subject_id,slice_id,seed,num_steps,l_ss,likelihood_type,lambda,runtime_seconds,num_net_evals,nrmse,psnr,ssim,measured_kspace_err,heldout_kspace_err,nrmse_fullfov,psnr_fullfov,ssim_fullfov,brain_fraction,heldout_kspace_err_allcoef
comp4_ft,joint_quad_comp,2022121703,13,0,100,30.0,DPS,,14.97766661643982,100,0.12427129045193373,25.86899807075681,0.6950453868911605,0.2965857982635498,0.8403375148773193,0.3561213690180128,21.647684673766676,0.41237985980054964,0.1071014404296875,0.4963155686855316
comp4_ft,joint_quad_comp,2022121703,14,0,100,30.0,DPS,,14.193609952926636,100,0.12341363186050927,25.704659653349214,0.700913862245782,0.3081910014152527,0.9053069949150085,0.3775174419357679,21.29948034008432,0.40035409987916487,0.09246826171875,0.515802264213562
comp4_ft,joint_quad_comp,2022121705,12,0,100,30.0,DPS,,14.934231996536255,100,0.1349180147948938,24.923282418695063,0.7188247185363216,0.27719518542289734,0.7932096123695374,0.33403346347998825,22.4079250899343,0.44481400830079076,0.1417083740234375,0.479803204536438
comp4_ft,joint_quad_comp,2022121705,13,0,100,30.0,DPS,,14.188214302062988,100,0.1185894964202345,26.284989793390295,0.7578216821472685,0.2990840971469879,0.8394233584403992,0.3525421203286421,22.76503259077507,0.43717928789084454,0.114227294921875,0.4952975809574127
comp4_ft,joint_quad_comp,2022121705,14,0,100,30.0,DPS,,14.933213949203491,100,0.12408930548018061,25.55138194122292,0.7571662911077254,0.3119785487651825,0.8546655178070068,0.3653295282341229,22.010829433141197,0.43649292989514954,0.103790283203125,0.5138669610023499
comp4_ft,joint_quad_comp,2022121706,5,0,100,30.0,DPS,,14.382103681564331,100,0.1116467411364584,29.308191954608805,0.8230004890853045,0.2701074779033661,0.8479392528533936,0.32435548797841496,23.99446036372186,0.46108220657484805,0.3161468505859375,0.46165144443511963
comp4_ft,joint_quad_comp,2022121706,6,0,100,30.0,DPS,,15.059704542160034,100,0.11727451523166564,28.689799984584656,0.8085291508298437,0.2623485326766968,0.845035195350647,0.31592066174744177,24.198185329734866,0.4764196674997353,0.291900634765625,0.4579954147338867
comp4_ft,joint_quad_comp,2022121706,9,0,100,30.0,DPS,,14.236896276473999,100,0.12034929718700467,28.47897154553715,0.7416882621620956,0.26529866456985474,0.8613272905349731,0.327856905433499,23.810077718559832,0.4375730482858197,0.29656982421875,0.46696019172668457
comp4_ft,joint_quad_comp,2022121707,8,0,100,30.0,DPS,,14.951061248779297,100,0.1115963709630446,28.359154369957334,0.799048663807294,0.2908115088939667,0.90781170129776,0.37185919465129164,22.65103759915748,0.3832211015499446,0.2487945556640625,0.49630007147789
comp4_ft,joint_quad_comp,2022121707,9,0,100,30.0,DPS,,14.179598331451416,100,0.11681540503932779,27.57494669994609,0.7728641627744537,0.2894565463066101,0.8872498869895935,0.3772070822444045,21.99092954120657,0.36841742075545025,0.2617034912109375,0.49719926714897156
comp4_ft,joint_quad_comp,2022121707,10,0,100,30.0,DPS,,14.932602405548096,100,0.11894694361592371,26.910674256937938,0.7491099873582152,0.27960100769996643,0.8800106644630432,0.3650356793164707,22.205914130184816,0.3648008140089312,0.22991943359375,0.482281357049942
comp4_ft,joint_quad_comp,2022121708,7,0,100,30.0,DPS,,14.203876495361328,100,0.11909657491075866,27.0346763060915,0.7873310370016507,0.2680648863315582,0.8248692750930786,0.3208146562762298,23.43097892694237,0.45367705081558474,0.1458282470703125,0.4646269679069519
comp4_ft,joint_quad_comp,2022121708,8,0,100,30.0,DPS,,14.944000244140625,100,0.1270472182724982,27.42396549751294,0.7853958111765118,0.2778085768222809,0.8449448943138123,0.32475509829532223,23.81161514670211,0.4750255039691731,0.172454833984375,0.4703032672405243
comp4_ft,joint_quad_comp,2022121708,10,0,100,30.0,DPS,,14.20431900024414,100,0.13520035349925885,25.997976340878616,0.6953296073513028,0.2914798855781555,0.9556741118431091,0.35312574799697555,22.281679884950197,0.4272221777204292,0.1817169189453125,0.49899017810821533
comp4_merge,merge_quad_comp,2022101101,7,0,100,30.0,DPS,,13.816086292266846,100,0.12557360306383297,27.026282904298213,0.7698869923719489,0.4405152201652527,0.8698212504386902,0.3621247898939839,21.837944302911374,0.40873079800111994,0.2821807861328125,0.4942000210285187
comp4_merge,merge_quad_comp,2022101101,8,0,100,30.0,DPS,,14.044023990631104,100,0.11993363121417562,27.433964594874062,0.7789285410788603,0.4393810033798218,0.8195468783378601,0.34959975784072367,22.19992795573432,0.4192404588674423,0.271240234375,0.48924729228019714
comp4_merge,merge_quad_comp,2022101101,9,0,100,30.0,DPS,,14.031450271606445,100,0.11547650000093025,27.107799361730756,0.7425040897982543,0.41718387603759766,0.8109993934631348,0.3380855396768908,21.831154345675433,0.40568679461130464,0.25335693359375,0.4729900360107422
